coin_page,coin_page-href,id_number,region,city,cabinet,catref,date_range,local_date,magistrate,alliance_coin,ob_inscription,ob_type,re_inscription,re_type,metal,average_diameter,average_die_axis,average_weight,notes,obverse-src,reverse-src,monogram_ob1-src,monogram_re1-src,monogram_ob2-src,monogram_re2-src
"2069","http://web3.forest.usf.edu/main/other/severan/spc/2069/","2069","Asia Minor","Samos","Hunterian","1785F","219-220","","","Convention of Miletus","IOYΛΙΑ ΠΑΥΛΑ CEB","Draped bust of Julia Paula r.","CAMIΩΝ","Androclus standing r. spearing boar; at his feet, hound","AE","","6","11.59","cast; M. 2, 407, 18 (pl. 53.19)","http://web3.forest.usf.edu/main/other/severan/images/db/2069a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2069b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2069c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2069d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2069e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2069f.jpg"
"2320","http://web3.forest.usf.edu/main/other/severan/spc/2320/","2320","Asia Minor","Tarsus","France","1540","198-217","","","","AVT KAI M AVP CEVHPOC ANTΩΝΕΙΝOC Π Π","Bust of Caracalla r., in demiourgos","ANTΩΝΕΙΝIANHC CEVHΡ AΔΡΙ ΤΑΡCOV AMK","Caracalla in a toga (of the demiurge) standing l., holding a patera on an altar; to l., Apollo Lykeios standing face forward, holding two wolves by their front paws","AE","","","19.56","","http://web3.forest.usf.edu/main/other/severan/images/db/2320a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2320b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2320c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2320d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2320e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2320f.jpg"
"2421","http://web3.forest.usf.edu/main/other/severan/spc/2421/","2421","Asia Minor","Αnazarbus","France","2064","218-222","","","","AV K M AV ANTΩΝΕΙΝΟC CE","Laur. bust of Elagabalus r.","ANAZAPBOV MHTPO AMK ΓΒ","Tetrastyle temple at three-quarter view","AE","","","9.43","Wadd. 4128 - Ziegler, Prestige, pl. II, 103; id., Anazarbos 424, 1.","http://web3.forest.usf.edu/main/other/severan/images/db/2421a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2421b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2421c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2421d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2421e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2421f.jpg"
"2580","http://web3.forest.usf.edu/main/other/severan/spc/2580/","2580","Asia Minor","Tarsus","Levante","1045","198-217","","","","AVT.ΚAI M AVP CEVHPOC ANTΩΝEΙΝOC CEB Π Π","Bust of Caracalla, laur.","ANTΩΝΙΑΝΗC CEVH AΔ[Ρ ΔΕΞΚ ΤΑΡCOV]","Statue of Skylla over nymphaeum with two side niches (A-M on ceiling) containing fountains each surmounted by statues of man leading horses","AE","","","19.32","Cf. SNG v.Aulock 6016 (wrongly described); for the identification of the building as nymphaeum and of the central statue as Skylla; cf. Weiss, Kilikien; cf. n. 1125 (Gordian).","http://web3.forest.usf.edu/main/other/severan/images/db/2580a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2580b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2580c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2580d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2580e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2580f.jpg"
"2714","http://web3.forest.usf.edu/main/other/severan/spc/2714/","2714","Asia Minor","Anazarbus","Levante","1437","219-220","","","","AVT K M A ANTΩΝEΙΝΟC (sic) CE I.ΠΑVΛΑΝ CE","Confronted busts of Elagabalus, radiate and Paula, in stephane","ANAZΑΡΒΟV MHTPOΠΟΛΕ... AMK ΓΒ","River-god Pyramos reclining, holding cornucopiae and reed and resting on overturned amphora from which water flows","AE","","","9.79","","http://web3.forest.usf.edu/main/other/severan/images/db/2714a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2714b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2714c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2714d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2714e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2714f.jpg"
"2720","http://web3.forest.usf.edu/main/other/severan/spc/2720/","2720","Asia Minor","Anazarbus","Levante","1443","219/220","238","","","ΙΟVΛΙΑ ΜΑΙCA CEBACTH","Bust of Julia Maesa","ANAZΑΡΒΟV MHTPOΠΟ AMK ΓΒ ET HΛC","Apollo, holding Nike; at r. serpent coiled around tripod","AE","","","19.25","Cf. Waage, Antioch, 821.","http://web3.forest.usf.edu/main/other/severan/images/db/2720a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2720b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2720c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2720d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2720e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2720f.jpg"
"2330","http://web3.forest.usf.edu/main/other/severan/spc/2330/","2330","Asia Minor","Tarsus","France","1550","217-218","","","","[AVT] K M OΠ CEVH MAKPEIN[OC] CE","Laur. bust of Macrinus r.; to r., statuette of Apollo Lykeios holding two wolves","CEVH... EINIANH... MHT TAPCOV AMK","Macrinus standing l., holding a sheath and a scepter; in front of him, Tyche standing r., presenting a crown to him; in the middle, a lighted altar","AE","","","16.13","","http://web3.forest.usf.edu/main/other/severan/images/db/2330a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2330b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2330c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2330d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2330e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2330f.jpg"
"2280","http://web3.forest.usf.edu/main/other/severan/spc/2280/","2280","Asia Minor","Tarsus","France","1500","198-217","","","","AVT K M AVP CEV ANTΩΝΙΝOC CEB","Laur. head of Caracalla R.; legend","ΚΟΙΝΟΒΟVΛΙΟΝ ΕΛΕVΘ ΤΑΡC","Athena sitting L, leaning on her shield placed on a throne, depositing her votes in a urn placed on an altar; legend","AR","","","4.84","","http://web3.forest.usf.edu/main/other/severan/images/db/2280a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2280b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2280c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2280d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2280e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2280f.jpg"
"2358","http://web3.forest.usf.edu/main/other/severan/spc/2358/","2358","Asia Minor","Tarsus","France","1578","222-235","","","","A K M A CEΟV AΛΕΞΑΝΔΡΟC CEB Π Π","Bust of Severus Alexander r., wearing a crown of the demiurge","","Galley with a sail r., above, two dolphins surrounding a crown of the demiurge; legend","AE","","","20.71","Chandon 1080.","http://web3.forest.usf.edu/main/other/severan/images/db/2358a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2358b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2358c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2358d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2358e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2358f.jpg"
"2057","http://web3.forest.usf.edu/main/other/severan/spc/2057/","2057","Asia Minor","Ephesus","Hunterian","1719F","218-222","","","Convention of Ephesus","ΑΥΤ Κ Μ ΑΥΡ ΑΝΤΩΝΕΙΝΟC CEB","Laur. bust of Elagabalus r. with cuirass and paludamentum","ΕΦΕCΙΩΝ Δ ΝΕΩΚΟΡΩΝ","Tyche, with modius, standing l., holding patera and cornucopiae","AE","","6","17.72","BMC 304
cast; M. 2. 335, 58
The cast appearance of 1719 and 1720 and similarity of their flans and regions of wear suggest that one is the cast of the other or that both are cast from a third coin.","http://web3.forest.usf.edu/main/other/severan/images/db/2057a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2057b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2057c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2057d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2057e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2057f.jpg"
"2282","http://web3.forest.usf.edu/main/other/severan/spc/2282/","2282","Asia Minor","Tarsus","France","1502","198-217","","","","AVT KAI M AVP CEVHPOC ANTΩΝΕΙΝOC CEB Π Π","Laur. bust of Caracalla r.","ANTΩNIANHC CEVHP AΔΡ ΜΗΤ ΤΑΡCOV AMK","A lunar goddess, with a crescent on her shoulders, holding a torch, standing in a galloping biga drawn by hump-backed bulls to l.","AR","","","25.16","Rev. Same coin as n. 1532.","http://web3.forest.usf.edu/main/other/severan/images/db/2282a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2282b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2282c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2282d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2282e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2282f.jpg"
"2706","http://web3.forest.usf.edu/main/other/severan/spc/2706/","2706","Asia Minor","Anazarbus","Levante","1429","218-222","","","","AVT K M AV ANTΩΝΕΙΝΟC CEB","Head of Elagabalus, radiate","ANAZAPBOV(symbol)PO ΑΜΚ ΓΒ","Trophy between two captives","AE","","","6.35","Rev. legend symbol found below in Monogram RE1","http://web3.forest.usf.edu/main/other/severan/images/db/2706a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2706b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2706c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2706d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2706e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2706f.jpg"
"2346","http://web3.forest.usf.edu/main/other/severan/spc/2346/","2346","Asia Minor","Tarsus","France","1566","218-222","","","","AVT KAI M AVP ANTΩΝΕΙΝΟC CE","Laur. bust of Elagabalus r, above, two stars","On the circumference, TAPCOV MHTPOΠΟΛΕ ΑΜΚ; ΓΒ","Crown of the demiurge placed on an altar; to r., crown of the Cilicarch decorated by six (or seven?) imperial heads and ΓΒ","AE","","","9.27","Wadd. 4646.","http://web3.forest.usf.edu/main/other/severan/images/db/2346a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2346b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2346c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2346d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2346e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2346f.jpg"
"2051","http://web3.forest.usf.edu/main/other/severan/spc/2051/","2051","Asia Minor","Ephesus","Hunterian","1713","193-217","","","Convention of Ephesus","ΙΟΥΛΙΑ ΔΟΜΝΑ CEB","Draped bust of Julia Domna, r.","ΕΦΕCΙΩΝ ΤΡΙC NEΩΚΟΡΩΝ","Artemis running r., holding bow and plucking arrow from quiver; at her feet, hound","AE","","6","11.87","cf. SNG Cop. 416
obv. IOYΛΙΑ ΔΟ[; M. 2, 334, 52","http://web3.forest.usf.edu/main/other/severan/images/db/2051a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2051b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2051c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2051d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2051e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2051f.jpg"
"2434","http://web3.forest.usf.edu/main/other/severan/spc/2434/","2434","Asia Minor","Αnazarbus","France","2077","218-222","","","","IOVΛΙΑΝ KOPNHΛΙΑΝ ΠΑVΛAΝ","Bust of Julia Paula r.","ΑΝΑΖΑΡΒΟV ΜΗΤΡΟ ΓΒ ΑΜΚ","Horse moving at a walking pace r.","AE","","","10.46","Ziegler, Anazarbos, 438, 1.","http://web3.forest.usf.edu/main/other/severan/images/db/2434a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2434b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2434c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2434d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2434e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2434f.jpg"
"2626","http://web3.forest.usf.edu/main/other/severan/spc/2626/","2626","Asia Minor","Tarsus","Levante","1091","222-235","","","","A K M A CEΟV.AΛΕΞΑΝΔΡΟC CEB Π Π","Bust of Severus Alexander, wearing garments and crown of demiourgos","AΛΕΞΑΝΔΡΟC CEB I. MAMAIA CEB TA...","Confronted busts of Severus Alexander and Julia Mamaea","AE","","","24.30","","http://web3.forest.usf.edu/main/other/severan/images/db/2626a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2626b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2626c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2626d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2626e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2626f.jpg"
"2052","http://web3.forest.usf.edu/main/other/severan/spc/2052/","2052","Asia Minor","Ephesus","Hunterian","1714","193-217","","","Convention of Ephesus","ΙΟΥΛΙΑ ΔΟ CEBACTH","Draped bust of Julia Domna, r.","ΕΦΕCΙΩΝ","Nike standing l., with wreath and palm","AE","","6","3.23","SNG vA 7870
M. 2, 334, 53","http://web3.forest.usf.edu/main/other/severan/images/db/2052a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2052b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2052c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2052d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2052e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2052f.jpg"
"1978","http://web3.forest.usf.edu/main/other/severan/spc/1978/","1978","Asia Minor","Stratonicea","Fitzwilliam","4732","211-212","","","","ΑΥ ΚΑΙΜ ΑΥΠ ΑΥΤΩΝΕΙΝ ΟΔ [ΛΣΕΠΓΕ] ΤΑΔ ΚΑΙΓΑΠ","Caracalla and Geta; Geta’s face, and bracketed letters deleted; countermark, Caracalla in helmet, over part of Geta’s name","Ε[ΠΙΙΙΡΥ] ΙΕΡΟΚΛΕΥΣ[ΣΙC]ΒΣ ΤΡΑΤΟΝΙΚΕΟΝ","Nike; in right, wreath","AE","","12","28.82","Grant.","http://web3.forest.usf.edu/main/other/severan/images/db/1978a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/1978b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/1978c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/1978d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/1978e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/1978f.jpg"
"1953","http://web3.forest.usf.edu/main/other/severan/spc/1953/","1953","Asia Minor","Smyrna","Lewis","","193-211","198-202","","Conventus of Smyrna","Αυ.Κ.Λ CεουηρOc.Π.","Bust of Septimius Severus laureate right","Επι. Cτρα. Κλ. ΡουφIνου Cοφι. Cμυρναιων","Cybele seated l., leaning on drum and holding patera and scepter","AE","","6","25.69","Klose p. 269, no. 10, 5.","http://web3.forest.usf.edu/main/other/severan/images/db/1953a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/1953b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/1953c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/1953d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/1953e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/1953f.jpg"
"2442","http://web3.forest.usf.edu/main/other/severan/spc/2442/","2442","Asia Minor","Αnazarbus","France","2085","229/230","248","","","AVT K M A CE AΛΕΞΑΝΔΡΟC","Laur. bust of Severus Alexander r.","ΑΝΑΖ ΕΝΔΟΞ ΜΗΤΡΟΠΟΛ Β ΕΤ ΗΜC (symbol)Β (sic)","Severus Alexander, holding a branch, standing in a quadriga moving at a walking pace l.","AE","","","23.78","Symbol in Rev. legend found below in Monogram RE1
Wadd. 4140. - Obv. Same coin as SNG Levante 1458. - Ziegler, Anazarbos, 537, 1.","http://web3.forest.usf.edu/main/other/severan/images/db/2442a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2442b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2442c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2442d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2442e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2442f.jpg"
"2582","http://web3.forest.usf.edu/main/other/severan/spc/2582/","2582","Asia Minor","Tarsus","Levante","1047","198-217","","","","AVT ΚAI M AVP CEVHPOC ANTΩΝEΙΝOC CEB Π Π","Head of Caracalla, laur.; below, star","ANTΩΝΙΑΝΗC CEVHΡ AΔΡ ΤΑΡCOV ΑΜΚ","Elephant, with three ears of corn on back","AE","","","22.80","Ex Mabbott, 2223.  During his voyage in Asia Minor, Caracalla was escorted by elephants some of which were probably given to Tarsus and Anazarbus; cf. n. 1421-1422, 1444 (Anazarbus).","http://web3.forest.usf.edu/main/other/severan/images/db/2582a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2582b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2582c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2582d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2582e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2582f.jpg"
"2605","http://web3.forest.usf.edu/main/other/severan/spc/2605/","2605","Asia Minor","Tarsus","Levante","1070","198-217","","","","AVT ΚAI M AVP.CEVHPOC ANTΩΝEΙΝOC CEB ΠΠ","Bust of Caracalla, wearing garments and crown of demiourgos","... ΙΟVΛΙΑΝ ΔΟΜΝΑΝ CEBACTHN","Bust of Julia Domna, crescent on shoulder","AE","","","21.29","","http://web3.forest.usf.edu/main/other/severan/images/db/2605a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2605b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2605c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2605d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2605e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2605f.jpg"
"2446","http://web3.forest.usf.edu/main/other/severan/spc/2446/","2446","Asia Minor","Αnazarbus","France","2089","229/230","248","","","AVT K M A CE AΛΕΞΑΝΔΡΟC","Radiate bust of Severus Alexander r.","ΑΝΑΖ ΕΝΔΟΞ ΜΗΤΡΟ ΓΒ Ε(symbol)ΜC","Radiate Nike holding a trophy (?), standing in a biga moving at a walking pace r.","AE","","","15.07","Symbol in Rev. legend found below in Monogram RE1
Ziegler, Anazarbos, 528, 1.","http://web3.forest.usf.edu/main/other/severan/images/db/2446a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2446b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2446c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2446d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2446e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2446f.jpg"
